因子,方向
"['j_indicator_10', '涨跌幅_20', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_20', 'close']","['false', 'false', 'false']"
"['j_indicator_10', '量价相关系数_10', 'alpha150']","['false', 'false', 'true']"
"['j_indicator_10', '量价相关系数_10', '涨跌幅_std_5']","['false', 'false', 'false']"
"['j_indicator_10', '量价相关系数_10', '涨跌幅_std_10']","['false', 'false', 'false']"
"['j_indicator_10', '量价相关系数_10', '涨跌幅_std_20']","['false', 'false', 'false']"
"['j_indicator_10', '量价相关系数_10', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_10', '量价相关系数_10', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_10', '量价相关系数_10', 'close']","['false', 'false', 'false']"
"['j_indicator_10', 'alpha150', '涨跌幅_std_5']","['false', 'true', 'false']"
"['j_indicator_10', 'alpha150', '涨跌幅_std_10']","['false', 'true', 'false']"
"['j_indicator_10', 'alpha150', '涨跌幅_std_20']","['false', 'true', 'false']"
"['j_indicator_10', 'alpha150', '涨跌幅_mean_10']","['false', 'true', 'false']"
"['j_indicator_10', 'alpha150', '涨跌幅_mean_20']","['false', 'true', 'false']"
"['j_indicator_10', 'alpha150', 'close']","['false', 'true', 'false']"
"['j_indicator_10', '涨跌幅_std_5', '涨跌幅_std_10']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_std_5', '涨跌幅_std_20']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_std_5', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_std_5', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_std_5', 'close']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_std_10', '涨跌幅_std_20']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_std_10', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_std_10', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_std_10', 'close']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_std_20', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_std_20', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_std_20', 'close']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_mean_10', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_mean_10', 'close']","['false', 'false', 'false']"
"['j_indicator_10', '涨跌幅_mean_20', 'close']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'interest_income_coverage']","['false', 'false', 'true']"
"['j_indicator_20', 'investment_income_coverage', 'profit_margin']","['false', 'false', 'true']"
"['j_indicator_20', 'investment_income_coverage', 'peg']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'eps']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'expense_coverage_ratio']","['false', 'false', 'true']"
"['j_indicator_20', 'investment_income_coverage', 'roa']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'debt_to_equity_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'roe']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'pb_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'pe_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', '成交额_std_5']","['false', 'false', 'true']"
"['j_indicator_20', 'investment_income_coverage', 'Stochastic_K_20']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'Volume_Ratio_20']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'MeanAmplitude_5']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', '成交额_mean_5']","['false', 'false', 'true']"
"['j_indicator_20', 'investment_income_coverage', 'On_balance_value']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'Popularity_Index_20']","['false', 'false', 'true']"
"['j_indicator_20', 'investment_income_coverage', 'K线长度_max_20']","['false', 'false', 'true']"
"['j_indicator_20', 'investment_income_coverage', '成交额_std_10']","['false', 'false', 'true']"
"['j_indicator_20', 'investment_income_coverage', 'bais_5']","['false', 'false', 'true']"
"['j_indicator_20', 'investment_income_coverage', 'bais_10']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'bais_20']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', '涨跌幅_10']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', '涨跌幅_20']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', '量价相关系数_10']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'alpha150']","['false', 'false', 'true']"
"['j_indicator_20', 'investment_income_coverage', '涨跌幅_std_5']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', '涨跌幅_std_10']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', '涨跌幅_std_20']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_20', 'investment_income_coverage', 'close']","['false', 'false', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'profit_margin']","['false', 'true', 'true']"
"['j_indicator_20', 'interest_income_coverage', 'peg']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'eps']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'expense_coverage_ratio']","['false', 'true', 'true']"
"['j_indicator_20', 'interest_income_coverage', 'roa']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'debt_to_equity_ratio']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'roe']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'pb_ratio']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'pe_ratio']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', '成交额_std_5']","['false', 'true', 'true']"
"['j_indicator_20', 'interest_income_coverage', 'Stochastic_K_20']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'Volume_Ratio_20']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'MeanAmplitude_5']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', '成交额_mean_5']","['false', 'true', 'true']"
"['j_indicator_20', 'interest_income_coverage', 'On_balance_value']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'Popularity_Index_20']","['false', 'true', 'true']"
"['j_indicator_20', 'interest_income_coverage', 'K线长度_max_20']","['false', 'true', 'true']"
"['j_indicator_20', 'interest_income_coverage', '成交额_std_10']","['false', 'true', 'true']"
"['j_indicator_20', 'interest_income_coverage', 'bais_5']","['false', 'true', 'true']"
"['j_indicator_20', 'interest_income_coverage', 'bais_10']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'bais_20']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', '涨跌幅_10']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', '涨跌幅_20']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', '量价相关系数_10']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'alpha150']","['false', 'true', 'true']"
"['j_indicator_20', 'interest_income_coverage', '涨跌幅_std_5']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', '涨跌幅_std_10']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', '涨跌幅_std_20']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', '涨跌幅_mean_10']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', '涨跌幅_mean_20']","['false', 'true', 'false']"
"['j_indicator_20', 'interest_income_coverage', 'close']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'peg']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'eps']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'expense_coverage_ratio']","['false', 'true', 'true']"
"['j_indicator_20', 'profit_margin', 'roa']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'debt_to_equity_ratio']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'roe']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'pb_ratio']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'pe_ratio']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', '成交额_std_5']","['false', 'true', 'true']"
"['j_indicator_20', 'profit_margin', 'Stochastic_K_20']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'Volume_Ratio_20']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'MeanAmplitude_5']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', '成交额_mean_5']","['false', 'true', 'true']"
"['j_indicator_20', 'profit_margin', 'On_balance_value']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'Popularity_Index_20']","['false', 'true', 'true']"
"['j_indicator_20', 'profit_margin', 'K线长度_max_20']","['false', 'true', 'true']"
"['j_indicator_20', 'profit_margin', '成交额_std_10']","['false', 'true', 'true']"
"['j_indicator_20', 'profit_margin', 'bais_5']","['false', 'true', 'true']"
"['j_indicator_20', 'profit_margin', 'bais_10']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'bais_20']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', '涨跌幅_10']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', '涨跌幅_20']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', '量价相关系数_10']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'alpha150']","['false', 'true', 'true']"
"['j_indicator_20', 'profit_margin', '涨跌幅_std_5']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', '涨跌幅_std_10']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', '涨跌幅_std_20']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', '涨跌幅_mean_10']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', '涨跌幅_mean_20']","['false', 'true', 'false']"
"['j_indicator_20', 'profit_margin', 'close']","['false', 'true', 'false']"
"['j_indicator_20', 'peg', 'eps']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', 'expense_coverage_ratio']","['false', 'false', 'true']"
"['j_indicator_20', 'peg', 'roa']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', 'debt_to_equity_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', 'roe']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', 'pb_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', 'pe_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', '成交额_std_5']","['false', 'false', 'true']"
"['j_indicator_20', 'peg', 'Stochastic_K_20']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', 'Volume_Ratio_20']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', 'MeanAmplitude_5']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', '成交额_mean_5']","['false', 'false', 'true']"
"['j_indicator_20', 'peg', 'On_balance_value']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', 'Popularity_Index_20']","['false', 'false', 'true']"
"['j_indicator_20', 'peg', 'K线长度_max_20']","['false', 'false', 'true']"
"['j_indicator_20', 'peg', '成交额_std_10']","['false', 'false', 'true']"
"['j_indicator_20', 'peg', 'bais_5']","['false', 'false', 'true']"
"['j_indicator_20', 'peg', 'bais_10']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', 'bais_20']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', '涨跌幅_10']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', '涨跌幅_20']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', '量价相关系数_10']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', 'alpha150']","['false', 'false', 'true']"
"['j_indicator_20', 'peg', '涨跌幅_std_5']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', '涨跌幅_std_10']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', '涨跌幅_std_20']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_20', 'peg', 'close']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', 'expense_coverage_ratio']","['false', 'false', 'true']"
"['j_indicator_20', 'eps', 'roa']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', 'debt_to_equity_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', 'roe']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', 'pb_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', 'pe_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', '成交额_std_5']","['false', 'false', 'true']"
"['j_indicator_20', 'eps', 'Stochastic_K_20']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', 'Volume_Ratio_20']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', 'MeanAmplitude_5']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', '成交额_mean_5']","['false', 'false', 'true']"
"['j_indicator_20', 'eps', 'On_balance_value']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', 'Popularity_Index_20']","['false', 'false', 'true']"
"['j_indicator_20', 'eps', 'K线长度_max_20']","['false', 'false', 'true']"
"['j_indicator_20', 'eps', '成交额_std_10']","['false', 'false', 'true']"
"['j_indicator_20', 'eps', 'bais_5']","['false', 'false', 'true']"
"['j_indicator_20', 'eps', 'bais_10']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', 'bais_20']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', '涨跌幅_10']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', '涨跌幅_20']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', '量价相关系数_10']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', 'alpha150']","['false', 'false', 'true']"
"['j_indicator_20', 'eps', '涨跌幅_std_5']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', '涨跌幅_std_10']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', '涨跌幅_std_20']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_20', 'eps', 'close']","['false', 'false', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', 'roa']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', 'debt_to_equity_ratio']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', 'roe']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', 'pb_ratio']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', 'pe_ratio']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', '成交额_std_5']","['false', 'true', 'true']"
"['j_indicator_20', 'expense_coverage_ratio', 'Stochastic_K_20']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', 'Volume_Ratio_20']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', 'MeanAmplitude_5']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', '成交额_mean_5']","['false', 'true', 'true']"
"['j_indicator_20', 'expense_coverage_ratio', 'On_balance_value']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', 'Popularity_Index_20']","['false', 'true', 'true']"
"['j_indicator_20', 'expense_coverage_ratio', 'K线长度_max_20']","['false', 'true', 'true']"
"['j_indicator_20', 'expense_coverage_ratio', '成交额_std_10']","['false', 'true', 'true']"
"['j_indicator_20', 'expense_coverage_ratio', 'bais_5']","['false', 'true', 'true']"
"['j_indicator_20', 'expense_coverage_ratio', 'bais_10']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', 'bais_20']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', '涨跌幅_10']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', '涨跌幅_20']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', '量价相关系数_10']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', 'alpha150']","['false', 'true', 'true']"
"['j_indicator_20', 'expense_coverage_ratio', '涨跌幅_std_5']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', '涨跌幅_std_10']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', '涨跌幅_std_20']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', '涨跌幅_mean_10']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', '涨跌幅_mean_20']","['false', 'true', 'false']"
"['j_indicator_20', 'expense_coverage_ratio', 'close']","['false', 'true', 'false']"
"['j_indicator_20', 'roa', 'debt_to_equity_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', 'roe']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', 'pb_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', 'pe_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', '成交额_std_5']","['false', 'false', 'true']"
"['j_indicator_20', 'roa', 'Stochastic_K_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', 'Volume_Ratio_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', 'MeanAmplitude_5']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', '成交额_mean_5']","['false', 'false', 'true']"
"['j_indicator_20', 'roa', 'On_balance_value']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', 'Popularity_Index_20']","['false', 'false', 'true']"
"['j_indicator_20', 'roa', 'K线长度_max_20']","['false', 'false', 'true']"
"['j_indicator_20', 'roa', '成交额_std_10']","['false', 'false', 'true']"
"['j_indicator_20', 'roa', 'bais_5']","['false', 'false', 'true']"
"['j_indicator_20', 'roa', 'bais_10']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', 'bais_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', '涨跌幅_10']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', '涨跌幅_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', '量价相关系数_10']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', 'alpha150']","['false', 'false', 'true']"
"['j_indicator_20', 'roa', '涨跌幅_std_5']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', '涨跌幅_std_10']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', '涨跌幅_std_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roa', 'close']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', 'roe']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', 'pb_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', 'pe_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', '成交额_std_5']","['false', 'false', 'true']"
"['j_indicator_20', 'debt_to_equity_ratio', 'Stochastic_K_20']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', 'Volume_Ratio_20']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', 'MeanAmplitude_5']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', '成交额_mean_5']","['false', 'false', 'true']"
"['j_indicator_20', 'debt_to_equity_ratio', 'On_balance_value']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', 'Popularity_Index_20']","['false', 'false', 'true']"
"['j_indicator_20', 'debt_to_equity_ratio', 'K线长度_max_20']","['false', 'false', 'true']"
"['j_indicator_20', 'debt_to_equity_ratio', '成交额_std_10']","['false', 'false', 'true']"
"['j_indicator_20', 'debt_to_equity_ratio', 'bais_5']","['false', 'false', 'true']"
"['j_indicator_20', 'debt_to_equity_ratio', 'bais_10']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', 'bais_20']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', '涨跌幅_10']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', '涨跌幅_20']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', '量价相关系数_10']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', 'alpha150']","['false', 'false', 'true']"
"['j_indicator_20', 'debt_to_equity_ratio', '涨跌幅_std_5']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', '涨跌幅_std_10']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', '涨跌幅_std_20']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_20', 'debt_to_equity_ratio', 'close']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', 'pb_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', 'pe_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', '成交额_std_5']","['false', 'false', 'true']"
"['j_indicator_20', 'roe', 'Stochastic_K_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', 'Volume_Ratio_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', 'MeanAmplitude_5']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', '成交额_mean_5']","['false', 'false', 'true']"
"['j_indicator_20', 'roe', 'On_balance_value']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', 'Popularity_Index_20']","['false', 'false', 'true']"
"['j_indicator_20', 'roe', 'K线长度_max_20']","['false', 'false', 'true']"
"['j_indicator_20', 'roe', '成交额_std_10']","['false', 'false', 'true']"
"['j_indicator_20', 'roe', 'bais_5']","['false', 'false', 'true']"
"['j_indicator_20', 'roe', 'bais_10']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', 'bais_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', '涨跌幅_10']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', '涨跌幅_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', '量价相关系数_10']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', 'alpha150']","['false', 'false', 'true']"
"['j_indicator_20', 'roe', '涨跌幅_std_5']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', '涨跌幅_std_10']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', '涨跌幅_std_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_20', 'roe', 'close']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', 'pe_ratio']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', '成交额_std_5']","['false', 'false', 'true']"
"['j_indicator_20', 'pb_ratio', 'Stochastic_K_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', 'Volume_Ratio_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', 'MeanAmplitude_5']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', '成交额_mean_5']","['false', 'false', 'true']"
"['j_indicator_20', 'pb_ratio', 'On_balance_value']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', 'Popularity_Index_20']","['false', 'false', 'true']"
"['j_indicator_20', 'pb_ratio', 'K线长度_max_20']","['false', 'false', 'true']"
"['j_indicator_20', 'pb_ratio', '成交额_std_10']","['false', 'false', 'true']"
"['j_indicator_20', 'pb_ratio', 'bais_5']","['false', 'false', 'true']"
"['j_indicator_20', 'pb_ratio', 'bais_10']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', 'bais_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', '涨跌幅_10']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', '涨跌幅_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', '量价相关系数_10']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', 'alpha150']","['false', 'false', 'true']"
"['j_indicator_20', 'pb_ratio', '涨跌幅_std_5']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', '涨跌幅_std_10']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', '涨跌幅_std_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pb_ratio', 'close']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', '成交额_std_5']","['false', 'false', 'true']"
"['j_indicator_20', 'pe_ratio', 'Stochastic_K_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', 'Volume_Ratio_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', 'MeanAmplitude_5']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', '成交额_mean_5']","['false', 'false', 'true']"
"['j_indicator_20', 'pe_ratio', 'On_balance_value']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', 'Popularity_Index_20']","['false', 'false', 'true']"
"['j_indicator_20', 'pe_ratio', 'K线长度_max_20']","['false', 'false', 'true']"
"['j_indicator_20', 'pe_ratio', '成交额_std_10']","['false', 'false', 'true']"
"['j_indicator_20', 'pe_ratio', 'bais_5']","['false', 'false', 'true']"
"['j_indicator_20', 'pe_ratio', 'bais_10']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', 'bais_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', '涨跌幅_10']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', '涨跌幅_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', '量价相关系数_10']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', 'alpha150']","['false', 'false', 'true']"
"['j_indicator_20', 'pe_ratio', '涨跌幅_std_5']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', '涨跌幅_std_10']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', '涨跌幅_std_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', '涨跌幅_mean_10']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', '涨跌幅_mean_20']","['false', 'false', 'false']"
"['j_indicator_20', 'pe_ratio', 'close']","['false', 'false', 'false']"
"['j_indicator_20', '成交额_std_5', 'Stochastic_K_20']","['false', 'true', 'false']"
